2;801.0
4;1100.0
8;1100.0
16;1300.0
32;1700.0
64;1601.0
128;4000.0
256;1300.0
512;1200.0
1024;500.0
2048;28300.0
4096;700.0
8192;600.0
16384;600.0
32768;4199.0
65536;1400.0
131072;1400.0
2;200.0
4;1601.0
8;1300.0
16;1699.0
32;476500.0
64;2800.0
128;199600.0
256;57300.0
512;100799.0
1024;701000.0
2048;359300.0
4096;297800.0
8192;660900.0
16384;1496600.0
32768;3.3457601E7
65536;7.12668E7
131072;1.6707E8
